d0,d1,success,time_s,failure_reason,failure_reason_short,nonlinear_iters,log_tail
0.01,0.2,True,0.892287499998929,,Unknown,,step 0
0.01,0.236674,True,1.006487874998129,,Unknown,,step 0
0.01,0.280072,True,1.1014202079968527,,Unknown,,step 0
0.01,0.331428,True,0.9116883749957196,,Unknown,,step 0
0.01,0.392202,True,0.9420697499954258,,Unknown,,step 0
0.01,0.464119,True,1.031056541003636,,Unknown,,step 0
0.01,0.549224,False,0.9254583330039168,"ConvergenceError: Nonlinear solve failed to converge after 16 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,16,step 0
0.01,0.649934,True,1.2117464580005617,,Unknown,,step 0
0.01,0.769111,True,1.2247267499988084,,Unknown,,step 0
0.01,0.910142,True,1.328845458003343,,Unknown,,step 0
0.01,1.0,False,0.959194708004361,"ConvergenceError: Nonlinear solve failed to converge after 25 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,25,step 0
0.01,1.061471,False,1.0051075420051347,"ConvergenceError: Nonlinear solve failed to converge after 30 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,30,step 0
0.01,1.077033,False,1.5142073329989216,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.01,1.12672,False,0.9722193339985097,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
0.01,1.19598,False,1.0389959169988288,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
0.01,1.269498,False,1.3074314999976195,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.01,1.274526,False,0.9961239170006593,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
0.01,1.347535,False,1.1071844170000986,"ConvergenceError: Nonlinear solve failed to converge after 32 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,32,step 0
0.01,1.430369,False,1.2934985000028973,"ConvergenceError: Nonlinear solve failed to converge after 48 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,48,step 0
0.01,1.508234,False,1.1409959590018843,"ConvergenceError: Nonlinear solve failed to converge after 18 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,18,step 0
0.01,1.518294,False,1.1319209579960443,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
0.01,1.611625,False,1.1080605840033968,"ConvergenceError: Nonlinear solve failed to converge after 25 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,25,step 0
0.01,1.710693,False,1.085679750001873,"ConvergenceError: Nonlinear solve failed to converge after 24 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,24,step 0
0.01,1.784796,False,1.199167207996652,"ConvergenceError: Nonlinear solve failed to converge after 6 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,6,step 0
0.01,1.81585,False,1.085603749997972,"ConvergenceError: Nonlinear solve failed to converge after 23 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,23,step 0
0.01,1.927472,False,1.3082157080061734,"ConvergenceError: Nonlinear solve failed to converge after 46 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,46,step 0
0.01,2.0,False,1.0498000419975142,"ConvergenceError: Nonlinear solve failed to converge after 17 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,17,step 0
0.01,2.045955,False,1.121849499999371,"ConvergenceError: Nonlinear solve failed to converge after 18 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,18,step 0
0.01,2.066933,False,1.0845835420041112,"ConvergenceError: Nonlinear solve failed to converge after 16 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,16,step 0
0.01,2.11207,False,1.0942567079982837,"ConvergenceError: Nonlinear solve failed to converge after 16 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,16,step 0
0.01,2.136106,False,1.123620000005758,"ConvergenceError: Nonlinear solve failed to converge after 13 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,13,step 0
0.01,2.171721,False,1.0250253330013948,"ConvergenceError: Nonlinear solve failed to converge after 11 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,11,step 0
0.01,2.207593,False,0.9705062080029165,"ConvergenceError: Nonlinear solve failed to converge after 27 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,27,step 0
0.01,2.281473,False,0.9577900000003865,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
0.01,2.305218,False,1.0716906249945168,"ConvergenceError: Nonlinear solve failed to converge after 25 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,25,step 0
0.01,2.357826,False,0.9656035840016557,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
0.01,2.436734,False,0.9835046250009327,"ConvergenceError: Nonlinear solve failed to converge after 31 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,31,step 0
0.01,2.446921,False,0.9572817080043023,"ConvergenceError: Nonlinear solve failed to converge after 27 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,27,step 0
0.01,2.499357,False,0.9235419169999659,"ConvergenceError: Nonlinear solve failed to converge after 20 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,20,step 0
0.01,2.518283,False,1.1107344580013887,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
0.01,2.597335,False,1.0726066249990254,"ConvergenceError: Nonlinear solve failed to converge after 23 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,23,step 0
0.01,2.602561,False,1.1789821249985835,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
0.01,2.689659,False,0.9899099999965983,"ConvergenceError: Nonlinear solve failed to converge after 30 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,30,step 0
0.01,2.756995,False,1.0722897079976974,"ConvergenceError: Nonlinear solve failed to converge after 45 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,45,step 0
0.01,2.779672,False,0.9674372500012396,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
0.01,2.872698,False,1.212830500000564,"ConvergenceError: Nonlinear solve failed to converge after 58 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,58,step 0
0.01,2.92647,False,1.016193833995203,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
0.01,2.957659,False,1.2142786670010537,"ConvergenceError: Nonlinear solve failed to converge after 30 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,30,step 0
0.01,2.968836,False,0.9938865830044961,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
0.01,3.068193,False,0.9772549170011189,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
0.01,3.106362,False,1.034096707997378,"ConvergenceError: Nonlinear solve failed to converge after 31 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,31,step 0
0.01,3.170874,False,1.246066667001287,"ConvergenceError: Nonlinear solve failed to converge after 62 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,62,step 0
0.01,3.276992,False,1.0210706660000142,"ConvergenceError: Nonlinear solve failed to converge after 24 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,24,step 0
0.01,3.297312,False,0.9625802499940619,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
0.01,3.386661,False,0.9673573330001091,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
0.01,3.5,False,1.001869625004474,"ConvergenceError: Nonlinear solve failed to converge after 32 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,32,step 0
0.011802,2.0,False,1.540970541005663,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.066933,False,1.5393416250008158,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.136106,False,1.4929471670038765,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.207593,False,1.4903949170038686,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.281473,False,1.4982730830015498,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.357826,False,1.567848792001314,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.436734,False,1.505352624997613,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.518283,False,1.5232035830049426,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.602561,False,1.518342291994486,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.689659,False,1.5230071249970933,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.779672,False,1.5479087919957237,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.872698,False,1.5965888749997248,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,2.968836,False,1.6280798750012764,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,3.068193,False,1.5771083340005134,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,3.170874,False,1.6003557080039172,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,3.276992,False,1.597021624998888,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,3.386661,False,1.5638512919977074,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.011802,3.5,False,1.679983624999295,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,1.0,True,1.3945735420056735,,Unknown,,step 0
0.012058,1.061471,True,1.366245124998386,,Unknown,,step 0
0.012058,1.12672,True,1.3440328340002452,,Unknown,,step 0
0.012058,1.19598,True,1.3785753340052906,,Unknown,,step 0
0.012058,1.269498,True,1.474677458005317,,Unknown,,step 0
0.012058,1.347535,True,1.6576669589994708,,Unknown,,step 0
0.012058,1.430369,False,1.7179901670024265,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,1.518294,False,1.5275778750001336,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,1.611625,False,1.7095814589993097,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,1.710693,False,1.487119375000475,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,1.81585,False,1.5192540830030339,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,1.927472,False,1.8695663340040483,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.045955,False,1.5910408750060014,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.171721,False,1.6740123329946073,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.305218,False,1.585223957998096,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.446921,False,1.6029764160048217,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.597335,False,1.6240823749976698,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.756995,False,1.6059873749982216,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,2.92647,False,1.628821042002528,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,3.106362,False,1.6432956669959822,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,3.297312,False,1.7986447079965728,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.012058,3.5,False,1.6832998339959886,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.0,False,1.740126999997301,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.066933,False,1.6335790840021218,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.136106,False,1.5192757080003503,"ConvergenceError: Nonlinear solve failed to converge after 56 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,56,step 0
0.013928,2.207593,False,1.333583166997414,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.281473,False,1.4660590840067016,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.357826,False,1.4160150419993442,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.436734,False,1.432529459001671,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.518283,False,1.4674487500014948,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.602561,False,1.427692917000968,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.689659,False,1.4215188330053934,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.779672,False,1.4848777919978602,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.872698,False,1.4668529580012546,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,2.968836,False,1.4016019999980927,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,3.068193,False,1.5525368340022396,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,3.170874,False,1.5701697499971488,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,3.276992,False,1.4616979579950566,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,3.386661,False,1.5077088749967515,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013928,3.5,False,1.373902209001244,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013987,0.2,True,0.9251384579984006,,Unknown,,step 0
0.013987,0.236674,True,0.9440713750009309,,Unknown,,step 0
0.013987,0.280072,True,0.9562358749972191,,Unknown,,step 0
0.013987,0.331428,True,0.9494174999999814,,Unknown,,step 0
0.013987,0.392202,True,1.519204958996852,,Unknown,,step 0
0.013987,0.464119,True,1.218922082996869,,Unknown,,step 0
0.013987,0.549224,True,1.3295514580022427,,Unknown,,step 0
0.013987,0.649934,True,1.2715624159973231,,Unknown,,step 0
0.013987,0.769111,True,1.33048837500246,,Unknown,,step 0
0.013987,0.910142,True,1.3288187080033822,,Unknown,,step 0
0.013987,1.077033,True,1.3695777920002001,,Unknown,,step 0
0.013987,1.274526,True,1.5518234580013086,,Unknown,,step 0
0.013987,1.508234,True,1.6934635000070557,,Unknown,,step 0
0.013987,1.784796,False,1.7415105830004904,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013987,2.11207,False,1.6204137500026263,"ConvergenceError: Nonlinear solve failed to converge after 56 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,56,step 0
0.013987,2.499357,False,1.3976570829981938,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013987,2.957659,False,1.407956542003376,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.013987,3.5,False,1.3782105420032167,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,1.0,True,1.2783975420024944,,Unknown,,step 0
0.014539,1.061471,True,1.3172564999986207,,Unknown,,step 0
0.014539,1.12672,True,1.3197722080003587,,Unknown,,step 0
0.014539,1.19598,True,1.3998494589977781,,Unknown,,step 0
0.014539,1.269498,True,1.4660464160042466,,Unknown,,step 0
0.014539,1.347535,True,1.4612772920008865,,Unknown,,step 0
0.014539,1.430369,True,1.4830461660021683,,Unknown,,step 0
0.014539,1.518294,True,1.5743445830012206,,Unknown,,step 0
0.014539,1.611625,True,1.6671685419933056,,Unknown,,step 0
0.014539,1.710693,False,1.663536332998774,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,1.81585,False,1.5854580410014023,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,1.927472,False,1.707523165998282,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.045955,False,1.3584134169941535,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.171721,False,1.3710723750045872,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.305218,False,1.378978749999078,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.446921,False,1.3918182909983443,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.597335,False,1.4584597080029198,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.756995,False,1.56995870800165,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,2.92647,False,1.4833114579960238,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,3.106362,False,1.402410417002102,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,3.297312,False,1.4854847500027972,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.014539,3.5,False,1.5386262920001172,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.0,True,1.6635951669959468,,Unknown,,step 0
0.016438,2.066933,True,1.6656628750060918,,Unknown,,step 0
0.016438,2.136106,False,1.6524464170070132,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.207593,False,1.3522418749998906,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.281473,False,1.3497555829962948,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.357826,False,1.3908642080059508,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.436734,False,1.3452827500004787,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.518283,False,1.354212042002473,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.602561,False,1.351296499997261,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.689659,False,1.347821916002431,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.779672,False,1.3697834580016206,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.872698,False,1.4839633329975186,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,2.968836,False,1.5919693750038277,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
0.016438,3.068193,False,1.4330660830019042,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
